repeat_index,model,scenario_id,phase,description,dataset_rows,workload,concurrency,total_requests,workers,queue_size,driver,success_requests,rejected_requests,error_requests,throughput_rps,avg_ms,p95_ms,p99_ms,max_ms,real_seconds,user_seconds,sys_seconds,cpu_util_percent,max_rss_kb,voluntary_ctx,involuntary_ctx
10,thread_pool,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,5252.317,2.115,3.233,3.854,5.067,0.310,0.110,0.050,51.613,6324224.0,1427.0,1061.0
1,thread_per_request,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,4381.947,2.270,4.145,6.076,10.449,0.320,0.110,0.060,53.125,6340608.0,1344.0,1196.0
2,thread_per_request,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,5258.457,2.098,3.155,3.841,4.548,0.310,0.110,0.060,54.839,6422528.0,1410.0,1171.0
3,thread_per_request,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,4899.981,23.595,51.306,56.897,61.066,0.310,0.110,0.060,54.839,10649600.0,1349.0,1148.0
4,thread_per_request,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,4407.378,2.198,3.952,5.241,7.208,0.320,0.110,0.060,53.125,6356992.0,1296.0,1336.0
5,thread_per_request,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,5081.459,2.118,3.292,3.742,5.298,0.320,0.110,0.060,53.125,6373376.0,1406.0,1138.0
6,thread_per_request,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,4436.123,9.628,30.057,36.853,39.558,0.330,0.110,0.060,51.515,8421376.0,1304.0,1278.0
7,thread_per_request,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,4644.356,2.318,4.084,5.847,6.792,0.320,0.110,0.050,50.000,6422528.0,1380.0,1159.0
8,thread_per_request,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,5250.023,2.143,3.303,3.900,4.581,0.320,0.120,0.060,56.250,6406144.0,1438.0,1117.0
9,thread_per_request,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,5263.068,2.155,3.468,4.111,4.802,0.360,0.110,0.060,47.222,6406144.0,1437.0,1123.0
10,thread_per_request,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,5240.416,2.103,3.289,3.946,4.192,0.330,0.120,0.060,54.545,6373376.0,1412.0,1205.0
1,serial,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,4289.293,0.227,0.446,1.139,2.234,0.320,0.100,0.030,40.625,6111232.0,1009.0,283.0
2,serial,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,4650.841,0.209,0.396,0.786,2.269,0.340,0.110,0.030,41.176,6111232.0,985.0,243.0
3,serial,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,5021.351,0.194,0.315,0.395,2.204,0.320,0.110,0.030,43.750,6111232.0,1003.0,204.0
4,serial,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,4285.152,0.227,0.397,0.635,2.145,0.320,0.100,0.030,40.625,6094848.0,986.0,347.0
5,serial,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,3856.294,0.253,0.423,0.801,14.022,0.340,0.110,0.030,41.176,6127616.0,986.0,273.0
6,serial,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,4234.317,0.230,0.413,0.975,2.262,0.350,0.110,0.030,40.000,6111232.0,996.0,387.0
7,serial,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,4331.878,0.225,0.399,0.735,2.651,0.330,0.110,0.030,42.424,6127616.0,994.0,332.0
8,serial,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,4671.934,0.208,0.365,0.942,2.405,0.340,0.110,0.030,41.176,6144000.0,1010.0,253.0
9,serial,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,4758.650,0.205,0.325,0.400,5.206,0.320,0.110,0.030,43.750,6111232.0,1019.0,221.0
10,serial,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,5807.526,0.167,0.251,0.333,1.956,0.290,0.100,0.020,41.379,6094848.0,1014.0,178.0
1,thread_pool,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,4570.573,0.213,0.300,0.414,13.311,0.320,0.110,0.030,43.750,6209536.0,944.0,727.0
2,thread_pool,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,4285.347,0.227,0.414,0.820,2.370,0.320,0.100,0.030,40.625,6193152.0,878.0,820.0
3,thread_pool,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,4867.616,0.200,0.318,0.382,2.331,0.320,0.110,0.030,43.750,6209536.0,902.0,761.0
4,thread_pool,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,3906.019,0.250,0.410,1.271,14.890,0.330,0.100,0.030,39.394,6209536.0,866.0,729.0
5,thread_pool,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,5070.997,0.192,0.297,0.390,2.288,0.310,0.110,0.030,45.161,6225920.0,895.0,660.0
6,thread_pool,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,5141.976,0.189,0.302,0.384,2.123,0.320,0.110,0.030,43.750,6209536.0,920.0,758.0
7,thread_pool,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,4417.066,0.221,0.313,0.416,13.578,0.330,0.110,0.030,42.424,6209536.0,866.0,736.0
8,thread_pool,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,5336.425,0.182,0.313,0.456,1.928,0.300,0.100,0.030,43.333,6209536.0,889.0,753.0
9,thread_pool,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,4870.306,0.199,0.339,0.432,3.099,0.310,0.110,0.030,45.161,6160384.0,848.0,768.0
10,thread_pool,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,3958.471,0.246,0.363,0.671,14.858,0.350,0.110,0.030,40.000,6209536.0,865.0,867.0
1,thread_per_request,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,4684.237,0.208,0.325,0.465,2.255,0.330,0.110,0.030,42.424,6144000.0,538.0,802.0
2,thread_per_request,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,4677.670,0.208,0.312,0.402,2.475,0.320,0.110,0.040,46.875,6127616.0,548.0,782.0
3,thread_per_request,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,3870.548,0.250,0.391,0.788,14.810,0.330,0.110,0.040,45.455,6144000.0,557.0,780.0
4,thread_per_request,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,4609.588,0.211,0.343,0.519,5.034,0.330,0.110,0.030,42.424,6078464.0,562.0,869.0
5,thread_per_request,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,4627.844,0.210,0.313,0.421,2.361,0.320,0.110,0.040,46.875,6144000.0,543.0,744.0
6,thread_per_request,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,3612.029,0.270,0.425,1.907,13.403,0.350,0.110,0.040,42.857,6127616.0,558.0,834.0
7,thread_per_request,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,4161.613,0.234,0.440,0.744,2.275,0.330,0.110,0.040,45.455,6127616.0,569.0,762.0
8,thread_per_request,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,3641.463,0.268,0.433,1.570,3.295,0.350,0.110,0.040,42.857,6144000.0,557.0,936.0
9,thread_per_request,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,4622.907,0.210,0.328,0.422,2.651,0.330,0.110,0.030,42.424,6078464.0,547.0,779.0
10,thread_per_request,quick_100k_mixed_c1,quick,"100k rows, mixed, concurrency 1",100000,mixed,1,512,4,128,thread,512,0,0,4649.426,0.209,0.423,1.100,2.520,0.310,0.110,0.030,45.161,6127616.0,567.0,814.0
1,serial,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,5436.389,5.164,10.629,14.813,17.213,0.300,0.100,0.020,40.000,6111232.0,112.0,228.0
2,serial,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,5446.203,5.189,17.057,19.057,19.928,0.310,0.110,0.020,41.935,6111232.0,108.0,198.0
3,serial,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,7121.406,3.895,5.443,6.366,7.234,0.280,0.110,0.020,46.429,6111232.0,104.0,218.0
4,serial,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,5617.500,5.092,9.932,13.277,16.038,0.290,0.100,0.030,44.828,6111232.0,113.0,176.0
5,serial,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,6267.683,4.665,6.525,7.618,9.256,0.290,0.110,0.020,44.828,6127616.0,96.0,144.0
6,serial,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,5456.064,5.248,12.264,17.948,19.092,0.300,0.110,0.030,46.667,6111232.0,95.0,224.0
7,serial,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,5417.700,5.269,10.878,13.991,18.361,0.300,0.100,0.030,43.333,6127616.0,100.0,279.0
8,serial,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,6199.210,4.356,6.173,7.221,8.537,0.300,0.110,0.020,43.333,6111232.0,126.0,145.0
9,serial,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,6335.650,4.144,5.960,8.154,9.536,0.300,0.100,0.020,40.000,6144000.0,109.0,122.0
10,serial,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,7205.466,3.882,5.549,6.247,6.598,0.270,0.100,0.020,44.444,6127616.0,106.0,65.0
1,thread_pool,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,6108.725,4.395,6.997,8.113,8.619,0.300,0.110,0.030,46.667,6275072.0,937.0,426.0
2,thread_pool,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,4730.120,6.320,27.285,31.657,33.103,0.310,0.110,0.030,45.161,6209536.0,801.0,422.0
3,thread_pool,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,5355.277,5.245,10.487,15.183,17.892,0.300,0.110,0.030,46.667,6242304.0,822.0,731.0
4,thread_pool,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,6127.211,4.462,6.860,8.201,10.205,0.300,0.110,0.030,46.667,6225920.0,902.0,507.0
5,thread_pool,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,4625.188,6.207,17.164,20.050,20.910,0.310,0.110,0.030,45.161,6209536.0,823.0,541.0
6,thread_pool,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,5211.183,5.356,12.394,17.667,24.730,0.300,0.110,0.030,46.667,6209536.0,837.0,526.0
7,thread_pool,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,6254.498,4.342,6.628,7.903,8.665,0.300,0.110,0.030,46.667,6209536.0,890.0,396.0
8,thread_pool,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,5421.563,4.580,6.947,8.633,9.984,0.310,0.110,0.030,45.161,6225920.0,865.0,516.0
9,thread_pool,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,5473.999,5.140,10.308,12.667,21.399,0.320,0.110,0.030,43.750,6242304.0,803.0,708.0
10,thread_pool,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,4046.923,6.913,19.464,26.341,31.778,0.340,0.110,0.040,44.118,6258688.0,811.0,697.0
1,thread_per_request,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,5634.658,4.709,7.822,9.596,13.047,0.320,0.120,0.050,53.125,6815744.0,1415.0,1135.0
2,thread_per_request,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,5847.786,4.558,7.947,8.972,9.519,0.300,0.110,0.050,53.333,6750208.0,1421.0,1097.0
3,thread_per_request,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,4368.734,5.619,12.827,21.728,26.628,0.330,0.110,0.050,48.485,6815744.0,1303.0,1293.0
4,thread_per_request,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,6050.513,4.376,7.350,8.530,9.031,0.300,0.110,0.050,53.333,6733824.0,1415.0,1037.0
5,thread_per_request,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,5753.402,4.711,7.778,9.303,12.294,0.300,0.120,0.050,56.667,6733824.0,1409.0,1168.0
6,thread_per_request,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,5208.441,5.335,10.933,15.430,21.282,0.300,0.110,0.050,53.333,6766592.0,1323.0,1200.0
7,thread_per_request,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,5934.529,4.657,7.310,8.849,11.703,0.300,0.110,0.050,53.333,6766592.0,1425.0,1039.0
8,thread_per_request,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,5378.497,4.435,7.221,8.314,10.388,0.310,0.110,0.050,51.613,6782976.0,1388.0,1187.0
9,thread_per_request,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,5221.368,5.351,11.063,15.283,21.035,0.300,0.110,0.050,53.333,6766592.0,1330.0,1233.0
10,thread_per_request,quick_100k_mixed_c32,quick,"100k rows, mixed, concurrency 32",100000,mixed,32,512,4,128,thread,512,0,0,5924.817,4.447,7.234,7.933,11.217,0.300,0.110,0.050,53.333,6766592.0,1444.0,1114.0
1,serial,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,4849.537,8.442,19.575,26.099,28.699,0.310,0.100,0.030,41.935,6127616.0,92.0,307.0
2,serial,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,5767.314,3.628,7.678,9.070,9.990,0.300,0.110,0.020,43.333,6144000.0,160.0,191.0
3,serial,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,4968.243,4.105,7.653,9.283,10.489,0.310,0.110,0.030,45.161,6094848.0,150.0,169.0
4,serial,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,4496.581,12.724,44.610,46.989,48.675,0.330,0.110,0.030,42.424,6144000.0,134.0,311.0
5,serial,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,6334.922,3.309,7.267,8.518,9.924,0.280,0.100,0.020,42.857,6094848.0,176.0,131.0
6,serial,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,6255.864,3.408,6.853,8.340,10.691,0.290,0.100,0.020,41.379,6078464.0,161.0,94.0
7,serial,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,5456.636,4.425,12.284,14.853,18.718,0.300,0.100,0.020,40.000,6094848.0,169.0,163.0
8,serial,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,6086.438,3.471,6.929,8.067,10.139,0.290,0.100,0.020,41.379,6111232.0,168.0,106.0
9,serial,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,5730.592,3.591,7.929,10.134,13.095,0.300,0.110,0.030,46.667,6127616.0,166.0,205.0
10,serial,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,4953.059,4.091,8.057,10.874,14.866,0.300,0.100,0.030,43.333,6094848.0,150.0,221.0
1,thread_pool,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,5638.849,3.056,6.835,8.499,10.337,0.310,0.110,0.030,45.161,6242304.0,1112.0,545.0
2,thread_pool,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,5171.593,3.206,7.077,8.930,11.053,0.310,0.110,0.040,48.387,6193152.0,1086.0,629.0
3,thread_pool,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,5132.247,3.467,9.064,12.446,15.216,0.310,0.110,0.040,48.387,6209536.0,1060.0,579.0
4,thread_pool,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,5400.585,3.239,6.958,8.500,12.097,0.320,0.110,0.040,46.875,6258688.0,1089.0,514.0
5,thread_pool,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,4792.671,3.401,7.278,9.131,11.212,0.310,0.110,0.040,48.387,6242304.0,1043.0,690.0
6,thread_pool,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,4800.156,3.301,7.169,9.020,11.728,0.310,0.110,0.040,48.387,6225920.0,1076.0,598.0
7,thread_pool,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,5861.745,2.907,6.672,8.036,9.504,0.310,0.110,0.030,45.161,6225920.0,1131.0,571.0
8,thread_pool,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,5470.923,3.245,7.328,8.997,11.075,0.310,0.110,0.040,48.387,6209536.0,1100.0,493.0
9,thread_pool,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,5472.020,3.189,6.592,8.061,11.282,0.300,0.100,0.030,43.333,6225920.0,1059.0,482.0
10,thread_pool,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,5572.344,3.228,7.514,9.000,10.251,0.300,0.110,0.040,50.000,6225920.0,1101.0,482.0
1,thread_per_request,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,4973.554,3.482,7.594,10.596,13.479,0.310,0.110,0.050,51.613,6832128.0,1417.0,1114.0
2,thread_per_request,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,5537.303,3.301,7.789,9.501,11.324,0.310,0.120,0.050,54.839,6832128.0,1428.0,1026.0
3,thread_per_request,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,5659.037,3.319,8.029,10.013,12.532,0.310,0.120,0.050,54.839,6963200.0,1439.0,982.0
4,thread_per_request,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,4659.312,3.632,7.969,11.285,12.430,0.320,0.110,0.050,50.000,6815744.0,1380.0,1152.0
5,thread_per_request,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,5605.868,3.176,6.882,9.001,10.361,0.300,0.110,0.050,53.333,6864896.0,1425.0,968.0
6,thread_per_request,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,4775.821,3.397,7.711,9.567,11.128,0.320,0.110,0.050,50.000,6815744.0,1382.0,1078.0
7,thread_per_request,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,5041.303,3.505,10.475,14.662,19.065,0.310,0.110,0.050,51.613,6864896.0,1318.0,1255.0
8,thread_per_request,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,5414.671,3.246,7.399,8.931,13.365,0.310,0.110,0.050,51.613,6881280.0,1433.0,1012.0
9,thread_per_request,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,5449.901,3.109,7.309,9.501,10.840,0.300,0.110,0.050,53.333,6832128.0,1413.0,970.0
10,thread_per_request,quick_100k_mixed_c128,quick,"100k rows, mixed, concurrency 128",100000,mixed,128,512,4,128,thread,512,0,0,5377.008,3.389,7.843,9.837,11.546,0.300,0.110,0.050,53.333,6897664.0,1424.0,1012.0
1,serial,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,4931.329,3.069,7.161,10.256,12.155,0.310,0.100,0.030,41.935,6094848.0,158.0,287.0
2,serial,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,4407.818,2.841,5.403,13.091,13.589,0.320,0.100,0.030,40.625,6111232.0,199.0,293.0
3,serial,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,4622.687,2.915,6.046,8.098,10.776,0.310,0.100,0.030,41.935,6111232.0,186.0,256.0
4,serial,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,5697.554,2.572,3.856,6.315,7.441,0.300,0.100,0.020,40.000,6127616.0,177.0,156.0
5,serial,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,5509.296,2.523,3.594,4.259,5.053,0.300,0.110,0.030,46.667,6144000.0,180.0,188.0
6,serial,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,4673.608,4.573,16.002,18.223,20.079,0.310,0.100,0.030,41.935,6094848.0,170.0,237.0
7,serial,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,4627.848,2.791,4.967,7.127,8.832,0.320,0.110,0.030,43.750,6127616.0,184.0,315.0
8,serial,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,5651.110,2.305,3.270,3.608,3.947,0.310,0.110,0.030,45.161,6127616.0,207.0,198.0
9,serial,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,4980.250,8.470,28.189,29.790,30.648,0.320,0.110,0.020,40.625,6144000.0,174.0,248.0
10,serial,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,5579.943,2.430,3.950,5.405,7.151,0.290,0.100,0.020,41.379,6111232.0,203.0,173.0
1,thread_pool,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,4543.423,2.371,4.673,7.555,8.377,0.320,0.110,0.040,46.875,6307840.0,1359.0,1063.0
2,thread_pool,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,5336.571,2.087,3.339,3.958,4.301,0.310,0.110,0.040,48.387,6373376.0,1445.0,1034.0
3,thread_pool,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,4084.179,2.776,6.504,13.686,14.766,0.330,0.110,0.040,45.455,6324224.0,1407.0,1031.0
4,thread_pool,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,4544.407,2.322,4.498,5.782,9.959,0.320,0.110,0.040,46.875,6324224.0,1356.0,1021.0
5,thread_pool,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,4619.901,2.247,3.574,4.348,6.302,0.330,0.110,0.040,45.455,6324224.0,1454.0,1019.0
6,thread_pool,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,5358.068,2.150,3.439,3.879,4.834,0.310,0.110,0.040,48.387,6356992.0,1426.0,1032.0
7,thread_pool,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,4555.942,2.258,4.230,6.999,10.353,0.320,0.110,0.040,46.875,6324224.0,1370.0,1083.0
