repeat_index,model,scenario_id,phase,description,dataset_rows,workload,concurrency,total_requests,workers,queue_size,driver,success_requests,rejected_requests,error_requests,throughput_rps,avg_ms,p95_ms,p99_ms,max_ms,real_seconds,user_seconds,sys_seconds,cpu_util_percent,max_rss_kb,voluntary_ctx,involuntary_ctx
1,thread_pool,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,4390.176,2.617,4.321,16.196,27.912,1.520,1.150,0.100,82.237,46137344.0,2799.0,2906.0
2,thread_pool,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,5028.424,2.173,3.489,4.285,5.495,1.500,1.130,0.100,82.000,46120960.0,2891.0,2874.0
3,thread_pool,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,4710.475,2.265,3.652,5.229,8.380,1.530,1.150,0.110,82.353,46104576.0,2841.0,3143.0
4,thread_pool,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,4765.723,2.225,3.878,5.000,7.203,1.500,1.120,0.100,81.333,46104576.0,2829.0,2720.0
5,thread_pool,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,5261.306,2.026,3.238,3.887,6.205,1.480,1.130,0.100,83.108,46120960.0,2883.0,2755.0
6,thread_pool,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,4864.026,2.157,3.451,4.113,7.897,1.490,1.130,0.110,83.221,46104576.0,2809.0,2953.0
7,thread_pool,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,4750.479,2.560,5.061,6.454,9.223,1.500,1.130,0.100,82.000,46104576.0,2744.0,2929.0
8,thread_pool,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,4695.453,2.298,3.841,5.482,7.913,1.560,1.140,0.110,80.128,46153728.0,2848.0,3307.0
9,thread_pool,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,4706.937,2.316,3.996,6.856,12.238,1.490,1.120,0.110,82.550,46088192.0,2849.0,2775.0
10,thread_pool,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,4933.743,2.088,3.374,4.794,6.675,1.510,1.140,0.110,82.781,46104576.0,2850.0,2828.0
1,thread_per_request,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,4825.139,2.191,3.685,5.581,7.418,1.500,1.150,0.120,84.667,46186496.0,2826.0,2885.0
2,thread_per_request,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,4909.785,2.113,3.624,4.592,8.100,1.490,1.140,0.120,84.564,46186496.0,2701.0,2896.0
3,thread_per_request,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,5174.284,2.167,3.522,6.033,7.433,1.500,1.160,0.120,85.333,46170112.0,2875.0,2753.0
4,thread_per_request,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,4691.359,2.217,4.168,6.153,7.836,1.520,1.140,0.120,82.895,46219264.0,2762.0,3006.0
5,thread_per_request,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,4945.014,2.155,3.432,4.697,10.309,1.510,1.150,0.120,84.106,46170112.0,2801.0,2959.0
6,thread_per_request,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,4529.138,3.086,9.982,17.244,25.094,1.500,1.140,0.120,84.000,46727168.0,2716.0,3092.0
7,thread_per_request,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,4932.195,2.187,3.534,4.797,9.712,1.490,1.140,0.120,84.564,46137344.0,2817.0,2671.0
8,thread_per_request,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,4055.276,2.745,6.870,9.194,10.788,1.540,1.140,0.120,81.818,46366720.0,2700.0,3102.0
9,thread_per_request,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,4850.888,2.207,3.665,5.524,7.965,1.480,1.140,0.120,85.135,46153728.0,2762.0,2827.0
10,thread_per_request,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,4786.162,2.113,3.608,5.500,9.795,1.490,1.150,0.120,85.235,46170112.0,2818.0,2847.0
1,serial,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,2000,0,0,647.628,1291.820,2013.917,2015.619,3007.188,3.300,0.120,0.080,6.061,6127616.0,79.0,335.0
2,serial,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,2000,0,0,494.222,1680.850,3010.296,3013.141,4006.446,4.260,0.120,0.090,4.930,6193152.0,87.0,604.0
3,serial,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,2000,0,0,655.039,1478.850,2019.648,3008.481,3009.852,3.280,0.120,0.080,6.098,6160384.0,108.0,426.0
4,serial,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,2000,0,0,651.885,1428.923,3003.528,3005.726,3007.081,3.290,0.120,0.090,6.383,6193152.0,93.0,446.0
5,serial,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,2000,0,0,654.375,1424.491,3003.139,3007.157,3007.965,3.280,0.120,0.090,6.402,6160384.0,137.0,401.0
6,serial,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,2000,0,0,647.253,1448.433,3003.061,3008.972,3011.057,3.310,0.130,0.090,6.647,6193152.0,107.0,685.0
7,serial,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,2000,0,0,661.094,1360.862,2014.886,3004.005,3005.671,3.240,0.120,0.080,6.173,6144000.0,128.0,303.0
8,serial,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,2000,0,0,489.938,1793.638,3016.870,4003.656,4006.871,4.290,0.120,0.100,5.128,6144000.0,120.0,781.0
9,serial,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,2000,0,0,648.493,1680.523,3005.996,3007.336,3008.636,3.300,0.130,0.090,6.667,6176768.0,199.0,733.0
10,serial,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,2000,0,0,494.307,1591.737,3018.265,4005.540,4006.944,4.270,0.130,0.100,5.386,6193152.0,114.0,408.0
1,thread_pool,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,553,1447,0,530.238,192.990,224.209,1004.953,1006.959,1.270,0.120,0.040,12.598,6422528.0,1167.0,1579.0
2,thread_pool,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,527,1473,0,504.503,181.112,227.014,230.483,1003.474,1.260,0.110,0.040,11.905,6389760.0,1189.0,1111.0
3,thread_pool,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,633,1367,0,603.995,228.285,1003.127,1005.603,1006.516,1.260,0.110,0.060,13.492,6356992.0,1285.0,2023.0
4,thread_pool,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,543,1457,0,527.127,188.986,226.019,1003.315,1005.809,1.250,0.110,0.050,12.800,6406144.0,1277.0,1606.0
5,thread_pool,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,522,1478,0,506.007,173.746,217.622,222.834,1001.935,1.250,0.110,0.040,12.000,6389760.0,1202.0,1218.0
6,thread_pool,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,523,1477,0,502.509,187.397,232.699,235.237,1002.050,1.270,0.110,0.040,11.811,6406144.0,1251.0,1436.0
7,thread_pool,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,542,1458,0,513.765,193.272,236.896,1005.319,1008.314,1.260,0.110,0.040,11.905,6356992.0,1213.0,1229.0
8,thread_pool,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,559,1441,0,541.242,182.693,221.599,1007.156,1009.115,1.250,0.110,0.040,12.000,6373376.0,1244.0,1459.0
9,thread_pool,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,520,1480,0,2136.053,191.088,235.712,238.760,239.840,0.470,0.120,0.040,34.043,6356992.0,1214.0,1318.0
10,thread_pool,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,520,1480,0,2169.548,180.004,231.311,234.942,236.084,0.450,0.110,0.040,33.333,6291456.0,1345.0,1495.0
1,thread_per_request,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,565,1435,0,554.384,197.620,243.176,1002.671,1005.094,1.230,0.110,0.070,14.634,18841600.0,1680.0,2405.0
2,thread_per_request,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,530,1470,0,499.990,178.424,231.778,235.110,1004.559,1.270,0.120,0.070,14.961,18857984.0,1500.0,1887.0
3,thread_per_request,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,548,1452,0,534.669,185.249,220.680,1003.302,1006.547,1.260,0.120,0.060,14.286,18874368.0,1632.0,2008.0
4,thread_per_request,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,520,1480,0,2259.192,174.263,222.046,225.287,226.372,0.450,0.120,0.070,42.222,18776064.0,1698.0,1965.0
5,thread_per_request,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,520,1480,0,1901.532,191.920,264.975,268.730,269.846,0.480,0.120,0.070,39.583,18890752.0,1680.0,1989.0
6,thread_per_request,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,521,1479,0,507.312,182.793,226.484,229.596,1002.128,1.260,0.120,0.070,15.079,18874368.0,1631.0,1890.0
7,thread_per_request,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,520,1480,0,2254.853,177.544,222.679,225.310,226.310,0.450,0.120,0.060,40.000,18874368.0,1647.0,2027.0
8,thread_per_request,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,520,1480,0,2101.206,194.159,239.199,242.897,243.876,0.460,0.120,0.070,41.304,18857984.0,1858.0,2078.0
9,thread_per_request,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,543,1457,0,525.768,192.030,227.057,1007.170,1009.056,1.260,0.120,0.070,15.079,18792448.0,1666.0,2065.0
10,thread_per_request,async_100000_mixed_c2000,async,"100,000 rows, mixed, async burst 2000",100000,mixed,2000,2000,8,512,async,520,1480,0,2189.632,181.364,227.428,230.495,231.682,0.460,0.120,0.060,39.130,18874368.0,1701.0,2339.0
1,serial,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,5000,0,0,1580.541,1599.129,3008.429,3010.392,3013.435,3.410,0.160,0.220,11.144,6258688.0,213.0,1300.0
2,serial,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,5000,0,0,1589.296,1569.444,2023.684,3009.404,3011.749,3.370,0.150,0.220,10.979,6225920.0,195.0,1230.0
3,serial,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,5000,0,0,1541.175,1623.320,3007.445,3011.967,3015.866,3.470,0.150,0.220,10.663,6258688.0,210.0,1295.0
4,serial,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,5000,0,0,1588.896,1588.544,3005.220,3008.826,3013.029,3.380,0.150,0.220,10.947,6209536.0,223.0,1232.0
5,serial,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,5000,0,0,1557.322,1751.966,3010.479,3013.263,3015.659,3.440,0.160,0.230,11.337,6275072.0,212.0,1824.0
6,serial,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,5000,0,0,1571.038,1684.710,3007.871,3022.343,3024.393,3.410,0.150,0.240,11.437,6225920.0,243.0,1344.0
7,serial,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,5000,0,0,1549.071,1526.067,2016.876,3017.552,3021.409,3.460,0.160,0.220,10.983,6225920.0,207.0,1337.0
8,serial,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,5000,0,0,1550.848,1666.443,3007.508,3010.884,3013.738,3.460,0.160,0.220,10.983,6258688.0,246.0,1266.0
9,serial,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,5000,0,0,1541.411,1620.608,3010.739,3014.995,3016.883,3.480,0.160,0.240,11.494,6225920.0,188.0,1463.0
10,serial,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,5000,0,0,1540.880,1655.615,3010.246,3013.882,3020.110,3.490,0.160,0.230,11.175,6225920.0,235.0,1396.0
1,thread_pool,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,574,4426,0,555.734,520.266,676.694,1002.454,1005.137,1.270,0.120,0.080,15.748,6340608.0,2934.0,2018.0
2,thread_pool,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,520,4480,0,827.611,481.783,603.374,610.523,612.604,0.850,0.120,0.070,22.353,6340608.0,3343.0,1592.0
3,thread_pool,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,587,4413,0,571.002,496.504,625.934,1001.315,1004.155,1.260,0.120,0.080,15.873,6422528.0,3414.0,2053.0
4,thread_pool,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,520,4480,0,830.922,479.402,601.742,609.474,611.622,0.840,0.110,0.070,21.429,6373376.0,3375.0,1671.0
5,thread_pool,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,545,4455,0,528.710,495.549,621.791,628.482,1004.445,1.260,0.120,0.070,15.079,6340608.0,3155.0,1711.0
6,thread_pool,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,535,4465,0,516.435,555.158,692.028,698.722,1003.808,1.270,0.120,0.070,14.961,6324224.0,3351.0,1748.0
7,thread_pool,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,550,4450,0,529.627,478.058,601.828,609.384,1006.350,1.270,0.120,0.070,14.961,6389760.0,3475.0,1630.0
8,thread_pool,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,590,4410,0,565.893,538.079,661.862,1001.680,1004.035,1.280,0.120,0.080,15.625,6324224.0,3335.0,1887.0
9,thread_pool,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,549,4451,0,529.358,498.703,624.367,632.814,1003.159,1.300,0.120,0.080,15.385,6340608.0,3319.0,1848.0
10,thread_pool,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,542,4458,0,509.294,477.167,611.776,618.992,1005.407,1.280,0.120,0.080,15.625,6340608.0,3005.0,2009.0
1,thread_per_request,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,561,4439,0,540.359,495.451,631.383,640.051,1006.033,1.280,0.130,0.100,17.969,18841600.0,3590.0,2808.0
2,thread_per_request,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,520,4480,0,747.011,541.569,670.338,678.023,680.207,0.930,0.120,0.090,22.581,18792448.0,3597.0,2554.0
3,thread_per_request,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,572,4428,0,551.516,458.642,574.586,1000.231,1003.029,1.260,0.120,0.090,16.667,18792448.0,3766.0,2192.0
4,thread_per_request,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,528,4472,0,505.972,521.320,656.408,664.273,1006.883,1.280,0.130,0.100,17.969,18857984.0,3626.0,3028.0
5,thread_per_request,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,520,4480,0,716.216,537.899,707.959,716.383,718.827,0.950,0.130,0.100,24.211,18841600.0,3638.0,3425.0
6,thread_per_request,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,520,4480,0,763.570,515.699,656.007,663.966,665.869,0.910,0.120,0.100,24.176,18792448.0,3617.0,2662.0
7,thread_per_request,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,520,4480,0,805.439,498.551,629.219,636.729,639.482,0.870,0.120,0.090,24.138,19202048.0,3643.0,2518.0
8,thread_per_request,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,617,4383,0,592.860,527.791,647.712,1004.823,1006.803,1.260,0.120,0.100,17.460,18792448.0,3751.0,2499.0
9,thread_per_request,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,522,4478,0,491.804,518.566,664.309,672.531,1002.348,1.280,0.120,0.100,17.188,18890752.0,3633.0,2584.0
10,thread_per_request,async_100000_mixed_c5000,async,"100,000 rows, mixed, async burst 5000",100000,mixed,5000,5000,8,512,async,520,4480,0,720.886,555.107,694.481,702.992,705.428,0.950,0.120,0.090,22.105,18825216.0,3949.0,2546.0
1,serial,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,2000,0,0,493.535,1706.253,4004.132,4008.311,4009.921,5.320,1.120,0.110,23.120,45940736.0,98.0,1205.0
2,serial,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,2000,0,0,656.550,1373.990,2017.841,3007.712,3010.549,4.330,1.130,0.110,28.637,45940736.0,110.0,1265.0
3,serial,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,2000,0,0,656.309,1514.596,3009.708,3011.261,3011.820,4.370,1.130,0.110,28.375,45957120.0,118.0,1348.0
4,serial,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,2000,0,0,647.580,1571.361,3012.419,3014.766,3016.557,4.380,1.140,0.110,28.539,45924352.0,74.0,1205.0
5,serial,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,2000,0,0,649.870,1481.598,3003.339,3009.785,3011.069,4.400,1.120,0.110,27.955,45940736.0,78.0,1231.0
6,serial,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,2000,0,0,649.644,1628.715,3006.889,3009.261,3010.354,4.380,1.140,0.110,28.539,45973504.0,134.0,1161.0
7,serial,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,2000,0,0,652.309,1556.574,3005.781,3009.774,3011.481,4.390,1.150,0.120,28.929,45940736.0,115.0,1342.0
8,serial,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,2000,0,0,653.266,1482.036,3005.215,3008.556,3009.673,4.470,1.240,0.110,30.201,45940736.0,96.0,1379.0
9,serial,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,2000,0,0,655.199,1618.991,3012.841,3014.521,3015.344,4.300,1.110,0.110,28.372,45957120.0,109.0,1007.0
10,serial,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,2000,0,0,651.868,1538.730,3011.675,3014.607,3015.315,4.340,1.120,0.120,28.571,45973504.0,71.0,1498.0
1,thread_pool,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,520,1480,0,2393.199,159.182,207.040,212.372,213.453,1.510,1.130,0.060,78.808,46104576.0,1381.0,1928.0
2,thread_pool,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,534,1466,0,514.102,213.624,249.962,253.415,1008.793,2.350,1.130,0.070,51.064,46120960.0,1356.0,2304.0
3,thread_pool,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,541,1459,0,524.578,190.773,228.352,1001.710,1004.587,2.310,1.120,0.070,51.515,46137344.0,1364.0,2133.0
4,thread_pool,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,527,1473,0,511.790,174.831,225.126,228.069,1001.729,2.310,1.120,0.060,51.082,46120960.0,1158.0,2388.0
5,thread_pool,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,591,1409,0,574.368,213.090,227.512,1004.111,1006.017,2.320,1.110,0.070,50.862,46120960.0,1227.0,2344.0
6,thread_pool,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,520,1480,0,2230.905,179.421,225.053,228.471,229.479,1.540,1.140,0.060,77.922,46088192.0,1238.0,2282.0
7,thread_pool,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,549,1451,0,526.469,167.156,201.276,1014.557,1017.038,2.340,1.130,0.060,50.855,46137344.0,1311.0,1913.0
8,thread_pool,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,520,1480,0,2302.325,177.575,218.368,220.991,222.367,1.560,1.150,0.060,77.564,46088192.0,1296.0,2098.0
9,thread_pool,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,589,1411,0,568.315,208.603,225.526,1010.329,1011.375,2.330,1.130,0.070,51.502,46120960.0,1240.0,2332.0
10,thread_pool,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,520,1480,0,2117.528,178.806,237.226,240.146,241.224,1.530,1.110,0.060,76.471,46153728.0,1258.0,1982.0
1,thread_per_request,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,526,1474,0,511.861,179.776,219.281,222.069,1005.198,2.330,1.130,0.080,51.931,58605568.0,1688.0,2906.0
2,thread_per_request,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,520,1480,0,2204.131,182.279,227.495,230.553,232.343,1.500,1.110,0.080,79.333,58605568.0,1623.0,2569.0
3,thread_per_request,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,520,1480,0,2253.034,177.936,223.053,225.651,226.549,1.540,1.130,0.080,78.571,58540032.0,1595.0,3024.0
4,thread_per_request,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,586,1414,0,566.187,190.616,204.895,1008.776,1011.653,2.370,1.150,0.090,52.321,58589184.0,1649.0,2865.0
5,thread_per_request,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,520,1480,0,2187.281,176.045,224.802,230.246,232.687,1.520,1.130,0.090,80.263,58638336.0,1636.0,3075.0
6,thread_per_request,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,520,1480,0,2276.184,173.058,220.301,222.665,223.842,1.540,1.130,0.090,79.221,58507264.0,1544.0,3058.0
7,thread_per_request,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,520,1480,0,2207.798,186.277,227.456,229.929,231.012,1.540,1.140,0.080,79.221,58540032.0,1784.0,2823.0
8,thread_per_request,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,520,1480,0,2352.539,167.731,212.371,215.351,216.334,1.530,1.110,0.080,77.778,58572800.0,1643.0,2788.0
9,thread_per_request,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,520,1480,0,2148.675,185.689,233.230,236.701,238.068,1.520,1.120,0.090,79.605,58572800.0,1660.0,3020.0
10,thread_per_request,async_1000000_mixed_c2000,async,"1,000,000 rows, mixed, async burst 2000",1000000,mixed,2000,2000,8,512,async,520,1480,0,2213.266,183.881,226.969,230.048,230.917,1.500,1.120,0.090,80.667,58572800.0,1701.0,2806.0
1,serial,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,5000,0,0,1219.608,1579.172,3012.313,3018.144,4008.134,5.400,1.160,0.250,26.111,46022656.0,181.0,2201.0
2,serial,async_1000000_mixed_c5000,async,"1,000,000 rows, mixed, async burst 5000",1000000,mixed,5000,5000,8,512,async,5000,0,0,1555.898,1619.274,3006.812,3011.343,3015.729,4.560,1.180,0.250,31.360,46022656.0,190.0,2148.0
